Title,Image URL,Year,Time,Audience Type,Rating,Vote Count,Metacritic Score,Content,Director,Stars,Movie Link
2. Pinocchio,"https://m.media-amazon.com/images/M/MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_QL75_UX140_CR0,3,140,207_.jpg",1940,1h 28m,U,7.5,(162K),99,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",David Hand,David Hand,https://www.imdb.com/title/tt0032910/?ref_=ls_t_2
3. Fantasia,"https://m.media-amazon.com/images/M/MV5BYjhlYzNkOGEtZjNkZC00OTQ4LWJiMzEtMTM3YzBiM2FkMDUxXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_QL75_UX140_CR0,7,140,207_.jpg",1940,2h 4m,U,7.7,(105K),96,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",Wilfred Jackson,Wilfred Jackson,https://www.imdb.com/title/tt0032455/?ref_=ls_t_3
4. Dumbo,"https://m.media-amazon.com/images/M/MV5BMmU1NjQ3YjktZGMxYS00N2IwLTllZWQtOGNjYWE4MzgxNzk2XkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_QL75_UX140_CR0,2,140,207_.jpg",1941,1h 4m,U,7.2,(143K),96,"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.",Norman Ferguson,Adriana Caselotti,https://www.imdb.com/title/tt0033563/?ref_=ls_t_4
5. Bambi,"https://m.media-amazon.com/images/M/MV5BNTVhMDc3MzYtNzI4Ni00YmNmLTkzM2YtMjBhMGFkODFjOTk4XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX140_CR0,1,140,207_.jpg",1942,1h 9m,U,7.3,(156K),91,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",T. Hee,Harry Stockwell,https://www.imdb.com/title/tt0034492/?ref_=ls_t_5
6. Saludos Amigos,"https://m.media-amazon.com/images/M/MV5BYmYyNjdlZTItMzNkMy00ZTg1LWFhMmItYTkzMmJkMjIyZDM3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1942,42m,Approved,6.0,(8.1K),60,The story of a young deer growing up in the forest.,Wilfred Jackson,Lucille La Verne,https://www.imdb.com/title/tt0036326/?ref_=ls_t_6
7. The Three Caballeros,"https://m.media-amazon.com/images/M/MV5BNTYzMmFmNjYtYzJmMy00ZGViLTlkNjItYjMwYzA3ZjRkZTBkXkEyXkFqcGdeQXVyNjI1Mjk4MTg@._V1_QL75_UX140_CR0,4,140,207_.jpg",1944,1h 11m,U,6.3,(16K),85,Disney animators tour South America and present four animated shorts inspired by their trip.,James Algar,Norman Ferguson,https://www.imdb.com/title/tt0038166/?ref_=ls_t_7
8. Make Mine Music,"https://m.media-amazon.com/images/M/MV5BZGY0MGE1NDQtNTM5NS00YjkzLTgwMDQtMzQ2OGU2MzRkMzBjXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX140_CR0,1,140,207_.jpg",1946,1h 15m,U,6.1,(5K),60,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster).",Samuel Armstrong,T. Hee,https://www.imdb.com/title/tt0038718/?ref_=ls_t_8
9. Fun & Fancy Free,"https://m.media-amazon.com/images/M/MV5BNWQzNTEzYjctODJiZi00NDRmLTkwODctNTczMzQ5ZDQyMTFjXkEyXkFqcGdeQXVyNjczMzgwMDg@._V1_QL75_UX140_CR0,1,140,207_.jpg",1947,1h 13m,U,6.4,(9.6K),66,Animation done to contemporary popular music.,Ford Beebe Jr.,Wilfred Jackson,https://www.imdb.com/title/tt0039404/?ref_=ls_t_9
10. Melody Time,"https://m.media-amazon.com/images/M/MV5BOTc2NTYxNDAtNDA0NC00ZGNiLTk2N2UtZDkzYzdmMjZkZDcwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX140_CR0,2,140,207_.jpg",1948,1h 15m,U,6.1,(7.1K),69,"Jiminy Cricket hosts two Disney animated shorts: ""Bongo,"" about a circus bear escaping to the wild, and ""Mickey and the Beanstalk,"" a take on the famous fairy tale.",Samuel Armstrong,Dickie Jones,https://www.imdb.com/title/tt0040580/?ref_=ls_t_10
11. The Adventures of Ichabod and Mr. Toad,"https://m.media-amazon.com/images/M/MV5BNjAzZDA2MWItZDdjMi00NTBlLTg5OTItYWQ1YTA1NGNiMGVhL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX140_CR0,1,140,207_.jpg",1949,1h 8m,PG,6.8,(18K),74,An anthology of animated vignettes set to contemporary music.,Norman Ferguson,Christian Rub,https://www.imdb.com/title/tt0041094/?ref_=ls_t_11
12. Cinderella,"https://m.media-amazon.com/images/M/MV5BODFmMmE3ODItN2VlNi00NWFkLTg1N2EtZTNkMTIyM2IzNWZhXkEyXkFqcGdeQXVyMTE0OTMwOTg@._V1_QL75_UX140_CR0,2,140,207_.jpg",1950,1h 14m,U,7.3,(176K),85,"An animated adaptation of ""The Wind in the Willows"" followed by an adaptation of ""The Legend of Sleepy Hollow"".",Wilfred Jackson,Mel Blanc,https://www.imdb.com/title/tt0042332/?ref_=ls_t_12
13. Alice in Wonderland,"https://m.media-amazon.com/images/M/MV5BMTgyMjM2NTAxMF5BMl5BanBnXkFtZTgwNjU1NDc2MTE@._V1_QL75_UX140_CR0,0,140,207_.jpg",1951,1h 15m,U,7.3,(156K),68,"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",James Algar,James Algar,https://www.imdb.com/title/tt0043274/?ref_=ls_t_13
14. Peter Pan,"https://m.media-amazon.com/images/M/MV5BMzIwMzUyYTUtMjQ3My00NDc3LWIyZjQtOGUzNDJmNTFlNWUxXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_QL75_UX140_CR0,1,140,207_.jpg",1953,1h 17m,U,7.3,(155K),76,Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way.,Samuel Armstrong,Samuel Armstrong,https://www.imdb.com/title/tt0046183/?ref_=ls_t_14
15. Lady and the Tramp,"https://m.media-amazon.com/images/M/MV5BYTI1ZDc1OTItM2EzNS00ODMxLWIxYzctOTc5YWNiYzI3NGZiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY207_CR1,0,140,207_.jpg",1955,1h 16m,U,7.3,(150K),78,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",David Hand,Ford Beebe Jr.,https://www.imdb.com/title/tt0048280/?ref_=ls_t_15
16. Sleeping Beauty,"https://m.media-amazon.com/images/M/MV5BOTJmZjA3MjMtMWNmZS00YTliLWFhMWUtZDU2NGJhNTlmY2ZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY207_CR1,0,140,207_.jpg",1959,1h 15m,U,7.2,(162K),85,The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,Wilfred Jackson,Leopold Stokowski,https://www.imdb.com/title/tt0053285/?ref_=ls_t_16
17. 101 Dalmatians,"https://m.media-amazon.com/images/M/MV5BZGMyMjE4OGUtNGZmMC00YzdmLThkMWYtZWIzMmEzNjA4MzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX140_CR0,1,140,207_.jpg",1961,1h 19m,U,7.3,(184K),83,"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",Jack Kinney,Deems Taylor,https://www.imdb.com/title/tt0055254/?ref_=ls_t_17
18. The Sword in the Stone,"https://m.media-amazon.com/images/M/MV5BODc2MjAyZDYtNWYwZi00YTQwLWE0ZDMtMjM2NTJmYWMxMmQ0XkEyXkFqcGdeQXVyNTQxMTIxMTk@._V1_QL75_UX140_CR0,3,140,207_.jpg",1963,1h 19m,U,7.1,(107K),61,"When a litter of Dalmatian puppies are abducted by the minions of Cruella De Vil, the owners must find them before she uses them for a diabolical fashion statement.",Hamilton Luske,The Philadelphia Orchestra,https://www.imdb.com/title/tt0057546/?ref_=ls_t_18
